ID,Binomial,Replicate,Citation,Class,Order,Family,Genus,Species,Subspecies,Authority,Common_name,Location,Country,All_countries,Region,IPBES_region,IPBES_subregion,Latitude,Longitude,Specific_location,System,T_realm,T_biome,FW_realm,FW_biome,M_realm,M_ocean,M_biome,Migratory_fw_fish,Units,Method,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
200469,Sciades_proops,0,"Cantanhêde, Geuza, Antonio CL de Castro, and Éder A. Gubiani. ""Biologia reprodutiva de Hexanematichthys proops (Siluriformes, Ariidae) no litoral ocidental maranhense."" Iheringia. Série Zoologia 97 (2007): 498-504.",Actinopteri,Siluriformes,Ariidae,Sciades,proops,,,Crucifix sea catfish,western coast of MaranhÊo,Brazil,Brazil,Latin America and Caribbean,,,-1.333333333,-44.3,0,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,,0,Individuals,bottom trawling surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,7,,,,,,,,,,,,,,,,,,
200472,Anas_georgica,0,"do Nascimento, J. L. X., Koch, M., Efe, M. A., & Scherer, S. B. (2010). Monitoramento da marreca-parda, Anas georgica (Gmelin, 1781)(Anseriformes, Anatidae) no Rio Grande do Sul. Ornithologia, 1(2), 115-120.",Aves,Anseriformes,Anatidae,Anas,georgica,,,Yellow-billed pintail,"Banhado do TAIM - ESEC TAIM, Rio Grande. Rio Grande do Sul",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-32.48333333,-52.56666667,0,Freshwater,,,Neotropical,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604,,62,0,,,,,,,,,,,,,,,,,,,,,,
200473,Anas_georgica,0,"do Nascimento, J. L. X., Koch, M., Efe, M. A., & Scherer, S. B. (2010). Monitoramento da marreca-parda, Anas georgica (Gmelin, 1781)(Anseriformes, Anatidae) no Rio Grande do Sul. Ornithologia, 1(2), 115-120.",Aves,Anseriformes,Anatidae,Anas,georgica,,,Yellow-billed pintail,"Banhado de Ca?apava - ESEC TAIM, Rio Grande, Rio Grande do Sul",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-32.71666667,-52.48333333,0,Freshwater,,,Neotropical,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,0,0,,,,,,,,,,,,,,,,,,,,,,
200474,Anas_georgica,0,"do Nascimento, J. L. X., Koch, M., Efe, M. A., & Scherer, S. B. (2010). Monitoramento da marreca-parda, Anas georgica (Gmelin, 1781)(Anseriformes, Anatidae) no Rio Grande do Sul. Ornithologia, 1(2), 115-120.",Aves,Anseriformes,Anatidae,Anas,georgica,,,Yellow-billed pintail,"Curral de Arroios, Santa Vit¥ria do Palmar, Rio Grande do Sul",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-33.38333333,-53.4,0,Freshwater,,,Neotropical,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,56,0,,,,,,,,,,,,,,,,,,,,,,
200475,Anas_georgica,0,"do Nascimento, J. L. X., Koch, M., Efe, M. A., & Scherer, S. B. (2010). Monitoramento da marreca-parda, Anas georgica (Gmelin, 1781)(Anseriformes, Anatidae) no Rio Grande do Sul. Ornithologia, 1(2), 115-120.",Aves,Anseriformes,Anatidae,Anas,georgica,,,Yellow-billed pintail,"Banhado da EstÈncia Ipiranga, Santa Vit¥ria do Palmar, Rio Grande do Sul",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-33.01666667,-52.95,0,Freshwater,,,Neotropical,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,250,0,,,,,,,,,,,,,,,,,,,,,,
200476,Anas_georgica,0,"do Nascimento, J. L. X., Koch, M., Efe, M. A., & Scherer, S. B. (2010). Monitoramento da marreca-parda, Anas georgica (Gmelin, 1781)(Anseriformes, Anatidae) no Rio Grande do Sul. Ornithologia, 1(2), 115-120.",Aves,Anseriformes,Anatidae,Anas,georgica,,,Yellow-billed pintail,"Lagoa dos Ruivos - Lagoa do Peixe, Mostardas, Rio Grande do Sul",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-31.23333333,-50.93333333,0,Freshwater,,,Neotropical,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,4,22,,,,,,,,,,,,,,,,,,,,,,
200477,Anas_georgica,0,"do Nascimento, J. L. X., Koch, M., Efe, M. A., & Scherer, S. B. (2010). Monitoramento da marreca-parda, Anas georgica (Gmelin, 1781)(Anseriformes, Anatidae) no Rio Grande do Sul. Ornithologia, 1(2), 115-120.",Aves,Anseriformes,Anatidae,Anas,georgica,,,Yellow-billed pintail,"Lagoa Velha Terra - Lagoa do Peixe, Mostardas, Rio Grande do Sul",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-31.25,-50.95,0,Freshwater,,,Neotropical,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,0,885,,,,,,,,,,,,,,,,,,,,,,
200478,Anas_georgica,0,"do Nascimento, J. L. X., Koch, M., Efe, M. A., & Scherer, S. B. (2010). Monitoramento da marreca-parda, Anas georgica (Gmelin, 1781)(Anseriformes, Anatidae) no Rio Grande do Sul. Ornithologia, 1(2), 115-120.",Aves,Anseriformes,Anatidae,Anas,georgica,,,Yellow-billed pintail,"Banhado ao Sul da Lagoa do Peixe, Rio Grande do Sul",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-31.25,-50.98333333,0,Freshwater,,,Neotropical,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,4,0,,,,,,,,,,,,,,,,,,,,,,
200479,Anas_georgica,0,"do Nascimento, J. L. X., Koch, M., Efe, M. A., & Scherer, S. B. (2010). Monitoramento da marreca-parda, Anas georgica (Gmelin, 1781)(Anseriformes, Anatidae) no Rio Grande do Sul. Ornithologia, 1(2), 115-120.",Aves,Anseriformes,Anatidae,Anas,georgica,,,Yellow-billed pintail,"Lagoa de SÊo SimÊo, Mostardas, Rio Grande do Sul",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-30.95,-50.7,0,Freshwater,,,Neotropical,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,10,7,,,,,,,,,,,,,,,,,,,,,,
200480,Anas_georgica,0,"do Nascimento, J. L. X., Koch, M., Efe, M. A., & Scherer, S. B. (2010). Monitoramento da marreca-parda, Anas georgica (Gmelin, 1781)(Anseriformes, Anatidae) no Rio Grande do Sul. Ornithologia, 1(2), 115-120.",Aves,Anseriformes,Anatidae,Anas,georgica,,,Yellow-billed pintail,"Lagoa do RincÊo, Mostardas, Rio Grande do Sul",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-31.03333333,-51,0,Freshwater,,,Neotropical,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,0,,,,,,,,,,,,,,,,,,,,,,
200481,Anas_georgica,0,"do Nascimento, J. L. X., Koch, M., Efe, M. A., & Scherer, S. B. (2010). Monitoramento da marreca-parda, Anas georgica (Gmelin, 1781)(Anseriformes, Anatidae) no Rio Grande do Sul. Ornithologia, 1(2), 115-120.",Aves,Anseriformes,Anatidae,Anas,georgica,,,Yellow-billed pintail,"Lagoa dos Gateados, Palmares do Sul Mostardas, Rio Grande do Sul",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-30.53333333,-50.56666667,0,Freshwater,,,Neotropical,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,0,0,,,,,,,,,,,,,,,,,,,,,,
200482,Anas_georgica,0,"do Nascimento, J. L. X., Koch, M., Efe, M. A., & Scherer, S. B. (2010). Monitoramento da marreca-parda, Anas georgica (Gmelin, 1781)(Anseriformes, Anatidae) no Rio Grande do Sul. Ornithologia, 1(2), 115-120.",Aves,Anseriformes,Anatidae,Anas,georgica,,,Yellow-billed pintail,"Norte da Lagoa do Peixe, Mostardas, Rio Grande do Sul",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-31.13333333,-50.9,0,Freshwater,,,Neotropical,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,0,42,,,,,,,,,,,,,,,,,,,,,,
200483,Anas_georgica,0,"do Nascimento, J. L. X., Koch, M., Efe, M. A., & Scherer, S. B. (2010). Monitoramento da marreca-parda, Anas georgica (Gmelin, 1781)(Anseriformes, Anatidae) no Rio Grande do Sul. Ornithologia, 1(2), 115-120.",Aves,Anseriformes,Anatidae,Anas,georgica,,,Yellow-billed pintail,"Lagoa da Reserva, Mostardas, Rio Grande do Sul",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-30.88333333,-50.76666667,0,Freshwater,,,Neotropical,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,,
200484,Anas_georgica,0,"do Nascimento, J. L. X., Koch, M., Efe, M. A., & Scherer, S. B. (2010). Monitoramento da marreca-parda, Anas georgica (Gmelin, 1781)(Anseriformes, Anatidae) no Rio Grande do Sul. Ornithologia, 1(2), 115-120.",Aves,Anseriformes,Anatidae,Anas,georgica,,,Yellow-billed pintail,"Banhado de SÊo Gon?alo, Rio Grande, Rio Grande do Sul",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-31.76666667,-52.28333333,0,Freshwater,,,Neotropical,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,8,,,,,,,,,,,,,,,,,,,,,,
200485,Anas_georgica,0,"do Nascimento, J. L. X., Koch, M., Efe, M. A., & Scherer, S. B. (2010). Monitoramento da marreca-parda, Anas georgica (Gmelin, 1781)(Anseriformes, Anatidae) no Rio Grande do Sul. Ornithologia, 1(2), 115-120.",Aves,Anseriformes,Anatidae,Anas,georgica,,,Yellow-billed pintail,"Lagos tempor?rios a beira da estrada em Bom Jesus, Rio Grande do Sul",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-28.66666667,-50.43333333,0,Freshwater,,,Neotropical,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,6,14,,,,,,,,,,,,,,,,,,,,,,
200486,Anas_georgica,0,"do Nascimento, J. L. X., Koch, M., Efe, M. A., & Scherer, S. B. (2010). Monitoramento da marreca-parda, Anas georgica (Gmelin, 1781)(Anseriformes, Anatidae) no Rio Grande do Sul. Ornithologia, 1(2), 115-120.",Aves,Anseriformes,Anatidae,Anas,georgica,,,Yellow-billed pintail,"Lagos tempor?rios a beira da estrada em Cambar? do Sul, Rio Grande do Sul",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-29.05,-50.15,0,Freshwater,,,Neotropical,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,0,0,,,,,,,,,,,,,,,,,,,,,,
200487,Anas_georgica,0,"do Nascimento, J. L. X., Koch, M., Efe, M. A., & Scherer, S. B. (2010). Monitoramento da marreca-parda, Anas georgica (Gmelin, 1781)(Anseriformes, Anatidae) no Rio Grande do Sul. Ornithologia, 1(2), 115-120.",Aves,Anseriformes,Anatidae,Anas,georgica,,,Yellow-billed pintail,"Barragem de Sanchuri, Uruguaiana, Rio Grande do Sul",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-29.53333333,-56.81666667,0,Freshwater,,,Neotropical,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,121,4,,,,,,,,,,,,,,,,,,,,,,
200488,Anas_georgica,0,"do Nascimento, J. L. X., Koch, M., Efe, M. A., & Scherer, S. B. (2010). Monitoramento da marreca-parda, Anas georgica (Gmelin, 1781)(Anseriformes, Anatidae) no Rio Grande do Sul. Ornithologia, 1(2), 115-120.",Aves,Anseriformes,Anatidae,Anas,georgica,,,Yellow-billed pintail,"PARNA Aparados da Serra, Cambar? do Sul, Rio Grande do Sul",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-29.16666667,-50.11666667,0,Freshwater,,,Neotropical,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,12,26,,,,,,,,,,,,,,,,,,,,,,
200489,Anas_georgica,0,"do Nascimento, J. L. X., Koch, M., Efe, M. A., & Scherer, S. B. (2010). Monitoramento da marreca-parda, Anas georgica (Gmelin, 1781)(Anseriformes, Anatidae) no Rio Grande do Sul. Ornithologia, 1(2), 115-120.",Aves,Anseriformes,Anatidae,Anas,georgica,,,Yellow-billed pintail,"Lagos tempor?rios a beira da estrada em Lagoa Vermelha, Rio Grande do Sul",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-28.2,-51.51666667,0,Freshwater,,,Neotropical,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,0,11,,,,,,,,,,,,,,,,,,,,,,
200490,Anas_georgica,0,"do Nascimento, J. L. X., Koch, M., Efe, M. A., & Scherer, S. B. (2010). Monitoramento da marreca-parda, Anas georgica (Gmelin, 1781)(Anseriformes, Anatidae) no Rio Grande do Sul. Ornithologia, 1(2), 115-120.",Aves,Anseriformes,Anatidae,Anas,georgica,,,Yellow-billed pintail,"Lagos tempor?rios a beira da estrada em Passo Fundo, Rio Grande do Sul",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-28.25,-52.4,0,Freshwater,,,Neotropical,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,0,0,,,,,,,,,,,,,,,,,,,,,,
200491,Anas_georgica,0,"do Nascimento, J. L. X., Koch, M., Efe, M. A., & Scherer, S. B. (2010). Monitoramento da marreca-parda, Anas georgica (Gmelin, 1781)(Anseriformes, Anatidae) no Rio Grande do Sul. Ornithologia, 1(2), 115-120.",Aves,Anseriformes,Anatidae,Anas,georgica,,,Yellow-billed pintail,"Sanga das Capivaras, Tapes, Rio Grande do Sul",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-30.75,-51.43333333,0,Freshwater,,,Neotropical,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,0,0,,,,,,,,,,,,,,,,,,,,,,
200492,Anas_georgica,0,"do Nascimento, J. L. X., Koch, M., Efe, M. A., & Scherer, S. B. (2010). Monitoramento da marreca-parda, Anas georgica (Gmelin, 1781)(Anseriformes, Anatidae) no Rio Grande do Sul. Ornithologia, 1(2), 115-120.",Aves,Anseriformes,Anatidae,Anas,georgica,,,Yellow-billed pintail,"Lagos tempor?rios a beira da estrada em Jaquirana, Rio Grande do Sul",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-28.88333333,-50.35,0,Freshwater,,,Neotropical,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,7,16,,,,,,,,,,,,,,,,,,,,,,
200493,Anas_georgica,0,"do Nascimento, J. L. X., Koch, M., Efe, M. A., & Scherer, S. B. (2010). Monitoramento da marreca-parda, Anas georgica (Gmelin, 1781)(Anseriformes, Anatidae) no Rio Grande do Sul. Ornithologia, 1(2), 115-120.",Aves,Anseriformes,Anatidae,Anas,georgica,,,Yellow-billed pintail,"Lagos tempor?rios a beira da estrada em Rondinha, Rio Grande do Sul",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-27.81666667,-52.9,0,Freshwater,,,Neotropical,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,6,0,,,,,,,,,,,,,,,,,,,,,,
200494,Anas_georgica,0,"do Nascimento, J. L. X., Koch, M., Efe, M. A., & Scherer, S. B. (2010). Monitoramento da marreca-parda, Anas georgica (Gmelin, 1781)(Anseriformes, Anatidae) no Rio Grande do Sul. Ornithologia, 1(2), 115-120.",Aves,Anseriformes,Anatidae,Anas,georgica,,,Yellow-billed pintail,"Lagos tempor?rios a beira da estrada em Vacaria, Rio Grande do Sul",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-28.5,-50.93333333,0,Freshwater,,,Neotropical,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,,
200495,Anas_georgica,0,"do Nascimento, J. L. X., Koch, M., Efe, M. A., & Scherer, S. B. (2010). Monitoramento da marreca-parda, Anas georgica (Gmelin, 1781)(Anseriformes, Anatidae) no Rio Grande do Sul. Ornithologia, 1(2), 115-120.",Aves,Anseriformes,Anatidae,Anas,georgica,,,Yellow-billed pintail,"Banhado de Arroio Grande, Rio Grande do Sul",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-32.23333333,-53.08333333,0,Freshwater,,,Neotropical,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,,,,,,,,,,,,,,,,,,,,,,
200496,Ortalis_guttata,0,"Pinheiro, Tuane Cristine, et al. ""Abundância e diversidade da avifauna no campus da Universidade do Vale do Itajaí, Santa Catarina."" Ornithologia 3.2 (2010): 90-100.",Aves,Galliformes,Cracidae,Ortalis,guttata,,,Speckled chachalaca,"Campus da Universidade do Vale do Itaja¦, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-26.91388889,-48.66138889,0,Terrestrial,Neotropical,,,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,,,,,,,,,,,,
200497,Coragyps_atratus,0,"Pinheiro, Tuane Cristine, et al. ""Abundância e diversidade da avifauna no campus da Universidade do Vale do Itajaí, Santa Catarina."" Ornithologia 3.2 (2010): 90-100.",Aves,Cathartiformes,Cathartidae,Coragyps,atratus,,,American black vulture,"Campus da Universidade do Vale do Itaja¦, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-26.91388889,-48.66138889,0,Terrestrial,Neotropical,,,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,61,,,,,,,,,,,,,,,
200498,Rupornis_magnirostris,0,"Pinheiro, Tuane Cristine, et al. ""Abundância e diversidade da avifauna no campus da Universidade do Vale do Itajaí, Santa Catarina."" Ornithologia 3.2 (2010): 90-100.",Aves,Accipitriformes,Accipitridae,Rupornis,magnirostris,,,Roadside hawk,"Campus da Universidade do Vale do Itaja¦, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-26.91388889,-48.66138889,0,Terrestrial,Neotropical,,,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,,,,,,,,,,,,,,,
200499,Milvago_chimachima,0,"Pinheiro, Tuane Cristine, et al. ""Abundância e diversidade da avifauna no campus da Universidade do Vale do Itajaí, Santa Catarina."" Ornithologia 3.2 (2010): 90-100.",Aves,Falconiformes,Falconidae,Milvago,chimachima,,,Yellow-headed caracara,"Campus da Universidade do Vale do Itaja¦, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-26.91388889,-48.66138889,0,Terrestrial,Neotropical,,,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,
200500,Caracara_plancus,0,"Pinheiro, Tuane Cristine, et al. ""Abundância e diversidade da avifauna no campus da Universidade do Vale do Itajaí, Santa Catarina."" Ornithologia 3.2 (2010): 90-100.",Aves,Falconiformes,Falconidae,Caracara,plancus,,,Southern caracara,"Campus da Universidade do Vale do Itaja¦, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-26.91388889,-48.66138889,0,Terrestrial,Neotropical,,,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,
200501,Vanellus_chilensis,0,"Pinheiro, Tuane Cristine, et al. ""Abundância e diversidade da avifauna no campus da Universidade do Vale do Itajaí, Santa Catarina."" Ornithologia 3.2 (2010): 90-100.",Aves,Charadriiformes,Charadriidae,Vanellus,chilensis,,,Southern lapwing,"Campus da Universidade do Vale do Itaja¦, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-26.91388889,-48.66138889,0,Terrestrial,Neotropical,,,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,23,,,,,,,,,,,,,,,
200502,Columbina_talpacoti,0,"Pinheiro, Tuane Cristine, et al. ""Abundância e diversidade da avifauna no campus da Universidade do Vale do Itajaí, Santa Catarina."" Ornithologia 3.2 (2010): 90-100.",Aves,Columbiformes,Columbidae,Columbina,talpacoti,,,Ruddy ground-dove,"Campus da Universidade do Vale do Itaja¦, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-26.91388889,-48.66138889,0,Terrestrial,Neotropical,,,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,215,,,,,,,,,,,,,,,
200503,Columbina_picui,0,"Pinheiro, Tuane Cristine, et al. ""Abundância e diversidade da avifauna no campus da Universidade do Vale do Itajaí, Santa Catarina."" Ornithologia 3.2 (2010): 90-100.",Aves,Columbiformes,Columbidae,Columbina,picui,,,Picui ground dove,"Campus da Universidade do Vale do Itaja¦, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-26.91388889,-48.66138889,0,Terrestrial,Neotropical,,,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,
200504,Piaya_cayana,0,"Pinheiro, Tuane Cristine, et al. ""Abundância e diversidade da avifauna no campus da Universidade do Vale do Itajaí, Santa Catarina."" Ornithologia 3.2 (2010): 90-100.",Aves,Cuculiformes,Cuculidae,Piaya,cayana,,,Common squirrel-cuckoo,"Campus da Universidade do Vale do Itaja¦, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-26.91388889,-48.66138889,0,Terrestrial,Neotropical,,,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,
200505,Crotophaga_ani,0,"Pinheiro, Tuane Cristine, et al. ""Abundância e diversidade da avifauna no campus da Universidade do Vale do Itajaí, Santa Catarina."" Ornithologia 3.2 (2010): 90-100.",Aves,Cuculiformes,Cuculidae,Crotophaga,ani,,,Smooth-billed ani,"Campus da Universidade do Vale do Itaja¦, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-26.91388889,-48.66138889,0,Terrestrial,Neotropical,,,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,,,,,,,,,,,,
200506,Guira_guira,0,"Pinheiro, Tuane Cristine, et al. ""Abundância e diversidade da avifauna no campus da Universidade do Vale do Itajaí, Santa Catarina."" Ornithologia 3.2 (2010): 90-100.",Aves,Cuculiformes,Cuculidae,Guira,guira,,,Guira cuckoo,"Campus da Universidade do Vale do Itaja¦, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-26.91388889,-48.66138889,0,Terrestrial,Neotropical,,,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,,,,,,,,,,,,,,,
200507,Tyto_alba,0,"Pinheiro, Tuane Cristine, et al. ""Abundância e diversidade da avifauna no campus da Universidade do Vale do Itajaí, Santa Catarina."" Ornithologia 3.2 (2010): 90-100.",Aves,Strigiformes,Tytonidae,Tyto,alba,,,Common barn-owl,"Campus da Universidade do Vale do Itaja¦, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-26.91388889,-48.66138889,0,Terrestrial,Neotropical,,,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,
200508,Asio_stygius,0,"Pinheiro, Tuane Cristine, et al. ""Abundância e diversidade da avifauna no campus da Universidade do Vale do Itajaí, Santa Catarina."" Ornithologia 3.2 (2010): 90-100.",Aves,Strigiformes,Strigidae,Asio,stygius,,,Stygian owl,"Campus da Universidade do Vale do Itaja¦, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-26.91388889,-48.66138889,0,Terrestrial,Neotropical,,,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,
200509,Athene_cunicularia,0,"Pinheiro, Tuane Cristine, et al. ""Abundância e diversidade da avifauna no campus da Universidade do Vale do Itajaí, Santa Catarina."" Ornithologia 3.2 (2010): 90-100.",Aves,Strigiformes,Strigidae,Athene,cunicularia,,,Burrowing owl,"Campus da Universidade do Vale do Itaja¦, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-26.91388889,-48.66138889,0,Terrestrial,Neotropical,,,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,
200510,Nyctibius_griseus,0,"Pinheiro, Tuane Cristine, et al. ""Abundância e diversidade da avifauna no campus da Universidade do Vale do Itajaí, Santa Catarina."" Ornithologia 3.2 (2010): 90-100.",Aves,Caprimulgiformes,Nyctibiidae,Nyctibius,griseus,,,Common potoo,"Campus da Universidade do Vale do Itaja¦, Santa Catarina",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-26.91388889,-48.66138889,0,Terrestrial,Neotropical,,,,,,,0,individuals,direct observation constrained by time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,
